,Unnamed: 0,Name,Category,total_revenue2018,total_revenue2019,total_revenue2020,operating_income2018,operating_income2019,operating_income2020,net_income2018,net_income2019,net_income2020,diluted_EPS2018,diluted_EPS2019,diluted_EPS2020,EBITDA2018,EBITDA2019,EBITDA2020,total_assets2018,total_assets2019,total_assets2020,total_liability2018,total_liability2019,total_liability2020,total_equity2018,total_equity2019,total_equity2020,total_liability_shareholders2018,total_liability_shareholders2019,total_liability_shareholders2020,total_debt2018,total_debt2019,total_debt2020,book_value2018,book_value2019,book_value2020,cash_operating2018,cash_operating2019,cash_operating2020,cash_investing2018,cash_investing2019,cash_investing2020,cash_financing2018,cash_financing2019,cash_financing2020,free_cash_flow2018,free_cash_flow2019,free_cash_flow2020,price_to_earning2018,price_to_earning2019,price_to_earning2020,price_to_sales2018,price_to_sales2019,price_to_sales2020,price_to_cash_flow2018,price_to_cash_flow2019,price_to_cash_flow2020,price_to_book2018,price_to_book2019,price_to_book2020,entreprise_value2018,entreprise_value2019,entreprise_value2020,entreprise_value_EBITDA2018,entreprise_value_EBITDA2019,entreprise_value_EBITDA2020,return_asset2018,return_asset2019,return_asset2020,return_equity2018,return_equity2019,return_equity2020,return_capital2018,return_capital2019,return_capital2020,gross_margin2018,gross_margin2019,gross_margin2020,operating_margin2018,operating_margin2019,operating_margin2020,EBITDA_margin2018,EBITDA_margin2019,EBITDA_margin2020,net_margin2018,net_margin2019,net_margin2020,quick_ratio2018,quick_ratio2019,quick_ratio2020,current_ratio2018,current_ratio2019,current_ratio2020,inventory_turnover2018,inventory_turnover2019,inventory_turnover2020,asset_turnover2018,asset_turnover2019,asset_turnover2020,debt_assets2018,debt_assets2019,debt_assets2020,debt_equity2018,debt_equity2019,debt_equity2020,long_term_debt2018,long_term_debt2019,long_term_debt2020
42,42,CERS,Medical,76.05M,93.77M,91.92M,54.99M,66.23M,80.36M,57.56M,71.24M,59.86M,0.44,0.51,0.44,53.54M,63.82M,75.91M,163.46M,165.53M,221.41M,78.94M,108.48M,117.61M,84.52M,57.05M,103.81M,163.46M,165.53M,221.41M,29.87M,64.45M,66.89M,0.62,0.4,0.62,31.25M,65.84M,40.74M,43.85M,28.18M,49.56M,92.75M,43.49M,91.78M,32.39M,74.77M,42.36M,,,,8.78,6.29,12.34,,,,8.21,10.67,11.21,579.82M,568.82M,1.07B,,,,43.99,43.31,30.94,93.25,100.65,74.42,65.69,64.36,43.51,56.96,62.02,52.83,72.3,70.62,87.43,70.4,68.06,82.58,75.69,75.97,65.12,2.53,2.16,2.67,2.79,2.55,3.06,2.34,2.16,2.03,0.58,0.57,0.48,0.18,0.39,0.3,0.35,1.13,0.64,0.13,0.35,0.26
43,43,CFMS,Medical,89.79M,77.43M,68.76M,29.53M,25.06M,25.11M,43.37M,28.48M,24.29M,0.74,0.44,0.74,25.41M,19.68M,19.57M,63.80M,72.40M,71.50M,27.61M,56.05M,60.13M,36.20M,16.35M,11.37M,63.80M,72.40M,71.50M,14.79M,26.16M,30.05M,0.55,0.23,0.12,26.98M,2.84M,18.31M,15.63M,4.32M,3.25M,7.66M,8.53M,23.76M,31.04M,5.76M,21.56M,,,,0.23,1.24,0.69,,,,0.65,6.46,5.55,12.25M,95.95M,48.70M,,,,55.03,41.82,33.76,104.86,108.39,175.28,68.2,61.89,60.1,54,47.45,49.03,32.89,32.37,36.52,28.3,25.41,28.46,48.3,36.78,35.33,3.38,2.26,1.32,4.22,2.94,1.73,4.41,3.77,2.84,1.14,1.14,0.96,0.23,0.36,0.42,0.41,1.6,2.64,0.23,0.34,0.4
44,44,CHEK,Medical,0,0,0,11.06M,14.07M,13.93M,10.59M,13.84M,13.85M,2.61,1.73,2.61,10.91M,13.95M,13.78M,15.44M,9.43M,19.64M,2.41M,3.19M,3.26M,13.03M,6.23M,16.38M,15.44M,9.43M,19.64M,0,433.00K,389.00K,2.44,0.75,0.35,10.03M,12.84M,13.11M,5.72M,5.45M,10.45M,17.76M,6.51M,23.58M,10.13M,13.01M,13.49M,,,,,,,,,,0.88,2.28,1.3,5.84M,6.13M,3.78M,,,,90.73,111.29,95.27,111.85,143.65,122.47,111.85,142.09,120.67,,,,,,,,,,,,,6.75,3.01,6.18,6.75,3.01,6.18,,,,0,0,0,0,0.05,0.02,0,0.07,0.02,0,0.02,0.01
45,45,CLDX,Medical,9.54M,3.57M,7.42M,76.40M,54.52M,49.57M,151.18M,50.88M,59.78M,14.48,3.51,14.48,72.60M,49.67M,47.57M,155.81M,122.93M,235.84M,31.75M,28.91M,26.48M,124.06M,94.03M,209.36M,155.81M,122.93M,235.84M,0,3.66M,3.48M,10.38,5.54,5.29,75.23M,46.41M,40.40M,29.82M,17.08M,98.22M,29.44M,16.26M,171.23M,76.05M,47.15M,41.96M,,,,3.25,9.05,70,,,,0.29,0.4,3.31,62.93M,28.18M,328.55M,,,,64.14,36.51,33.32,83.89,46.66,39.41,83.89,46.3,38.91,,,,801.05,1.53K,668.27,761.2,1.39K,641.3,1.59K,1.42K,805.88,7.86,5.73,13.93,7.86,5.73,13.93,,,,0.04,0.03,0.04,0,0.03,0.01,0,0.04,0.02,0,0.01,0.01
46,46,CLGN,Medical,5.01M,2.32M,6.14M,4.57M,7.66M,5.60M,6.25M,11.16M,5.77M,0.03,2.24,0.03,4.23M,7.12M,4.94M,8.75M,10.75M,10.84M,3.33M,6.66M,6.36M,5.42M,4.09M,4.48M,8.75M,10.75M,10.84M,44.00K,3.62M,3.39M,0.03,0.72,0.64,1.22M,5.70M,4.45M,832.00K,1.46M,519.00K,2.75M,5.41M,4.47M,2.05M,7.19M,4.89M,,,,183.64,12.26,12.09,,,,147.78,7.91,16.75,915.30M,28.24M,74.22M,,,,71.4,112.35,53.48,115.3,251.29,134.83,114.83,185.35,78.82,62.07,2.24,43.65,91.18,330.41,91.23,84.36,307.16,80.48,124.63,481.62,94.09,2.85,1.2,1.3,3.21,1.46,1.68,2.34,2.66,3.22,0.57,0.23,0.57,0.01,0.34,0.31,0.01,0.89,0.76,0,0.29,0.27
47,47,CLPT,Medical,7.35M,11.22M,12.83M,5.25M,4.59M,6.22M,6.16M,5.54M,6.78M,0.56,0.42,0.56,5.14M,4.34M,5.67M,7.86M,11.93M,29.52M,6.35M,7.34M,27.14M,1.51M,4.59M,2.38M,7.86M,11.93M,29.52M,3.48M,2.46M,24.12M,0.14,0.3,0.14,4.63M,2.74M,7.68M,63.49K,160.19K,482.00K,1.49M,5.50M,22.56M,4.69M,2.75M,7.72M,,,,2.33,5.63,19.63,,,,11.45,15.94,113.96,17.54M,59.91M,255.87M,,,,56.66,56,32.73,167.95,181.7,194.78,89.73,92.89,41.05,66.91,65.83,71.09,71.37,40.95,48.48,69.88,38.72,44.2,83.82,49.39,52.86,2.27,1.86,6.95,3.31,2.71,7.96,1.1,1.43,1.15,0.68,1.13,0.62,0.44,0.21,0.82,2.3,0.54,10.15,0.44,0.2,0.8
48,48,CLSN,Medical,500.00K,500.00K,500.00K,21.07M,20.57M,18.49M,11.88M,16.85M,21.48M,0.68,0.77,0.68,20.71M,19.84M,17.74M,46.86M,38.28M,37.53M,25.99M,23.72M,18.92M,20.86M,14.56M,18.61M,46.86M,38.28M,37.53M,9.42M,11.34M,6.19M,1.11,0.63,0.46,7.04M,20.26M,15.62M,1.63M,5.94M,7.92M,10.58M,7.84M,17.98M,7.18M,20.61M,15.64M,,,,49.58,74.67,45.45,,,,1.27,2.73,1.55,6.60M,33.81M,11.76M,,,,25.18,39.59,56.68,49.97,95.15,129.54,41.71,62.48,91.57,,,,4.21K,4.11K,3.70K,4.14K,3.97K,3.55K,2.38K,3.37K,4.30K,4.61,2.06,2.79,4.61,2.06,2.79,,,,0.01,0.01,0.01,0.2,0.3,0.17,0.45,0.78,0.33,0.2,0.24,0.12
49,49,CNMD,Medical,858.72M,947.13M,860.46M,86.38M,88.99M,76.78M,40.85M,28.62M,9.52M,1.41,0.97,1.41,148.18M,139.98M,129.02M,1.37B,1.78B,1.75B,706.87M,1.06B,1.04B,662.27M,710.47M,709.04M,1.37B,1.78B,1.75B,456.90M,793.17M,775.86M,23.54,25,24.54,74.70M,95.13M,64.53M,16.51M,387.66M,13.64M,72.27M,300.88M,52.06M,58.19M,75.07M,51.52M,45.4,115.25,346.75,2.16,3.48,3.84,24.83,34.67,51.14,2.73,4.47,4.56,2.29B,4.07B,4.05B,15.48,28.87,31.21,3,1.82,0.54,6.32,4.17,1.34,3.71,2.22,0.65,54.52,51.52,51.42,10.06,9.4,8.92,17.26,14.78,14.99,4.76,3.02,1.11,1.37,1.24,1.17,2.33,2.11,2.19,2.64,2.88,2.33,0.63,0.6,0.49,0.33,0.45,0.44,0.69,1.12,1.09,0.32,0.44,0.43
50,50,COO,Medical,2.53B,2.65B,2.43B,496.50M,568.80M,338.10M,139.90M,466.70M,238.40M,2.81,9.33,2.81,771.60M,849.60M,625.20M,6.11B,6.27B,6.74B,2.81B,2.65B,2.91B,3.31B,3.63B,3.82B,6.11B,6.27B,6.74B,2.02B,1.83B,2.06B,67.23,73.9,77.89,668.90M,713.20M,486.60M,1.52B,351.30M,364.50M,844.40M,351.40M,95.50M,475.30M,421.10M,176.20M,91.77,31.18,66.38,5.07,5.48,6.51,19.19,20.4,32.52,3.84,3.94,4.1,14.78B,16.29B,17.77B,19.16,19.17,27.99,2.55,7.54,3.66,4.32,13.46,6.4,2.91,9.17,4.61,59.69,61.24,57.76,19.6,21.44,13.91,30.46,32.02,25.72,5.52,17.59,9.81,1.16,0.59,0.7,2.03,1.05,1.27,2.21,2.11,1.91,0.46,0.43,0.37,0.33,0.29,0.31,0.61,0.5,0.54,0.32,0.2,0.24
51,51,CRMD,Medical,429.80K,283.27K,239.23K,26.86M,21.01M,27.22M,26.83M,16.43M,22.03M,1.51,1.79,1.51,26.79M,20.93M,27.08M,18.83M,29.48M,49.31M,13.89M,5.83M,5.09M,4.93M,23.65M,44.22M,18.83M,29.48M,49.31M,6.13M,4.00K,1.03M,0.23,0.92,1.32,23.70M,15.28M,21.97M,1.56M,12.02M,7.43M,29.40M,26.03M,40.10M,23.75M,15.32M,22.08M,,,,267.38,620.71,887.07,,,,28.47,7.9,5.64,103.25M,147.32M,166.71M,,,,166.23,68.04,55.92,442.46,114.99,64.91,293.97,94.69,64.04,9.59,57.63,45.61,6.25K,7.42K,11.38K,6.23K,7.39K,11.32K,6.24K,5.80K,9.21K,2.35,4.98,11.54,2.4,5.04,11.58,0.92,1.16,1.45,0.03,0.01,0.01,0.33,0,0.02,1.24,0,0.02,0.33,0,0.02
52,52,CRY,Medical,262.84M,276.22M,253.23M,17.71M,19.36M,2.54M,2.81M,1.71M,16.57M,0.08,0.05,0.08,35.81M,42.69M,30.40M,571.09M,605.65M,789.40M,296.02M,319.96M,460.69M,275.07M,285.70M,328.71M,571.09M,605.65M,789.40M,223.55M,245.15M,317.37M,7.44,7.61,8.45,9.88M,15.83M,12.37M,6.71M,23.94M,73.13M,2.56M,1.49M,93.61M,4.09M,7.75M,5.04M,,600.66,,3.93,3.71,3.53,104.58,64.8,72.27,3.82,3.56,2.79,1.21B,1.24B,1.15B,33.92,28.42,37.16,0.48,0.29,2.38,1.02,0.61,5.39,0.56,0.33,2.85,61.71,62.33,60.82,6.74,7.01,1,13.62,15.45,12,1.07,0.62,6.54,2.91,2.25,2.07,4.23,3.43,3.28,2.18,2.11,1.57,0.45,0.47,0.36,0.39,0.4,0.4,0.81,0.86,0.97,0.39,0.39,0.39
53,53,CSII,Medical,248.02M,236.54M,258.97M,825.00K,22.57M,8.58M,255.00K,27.24M,13.42M,0.01,0.79,0.01,2.62M,18.39M,4.27M,218.58M,339.52M,352.57M,70.63M,70.73M,81.61M,147.94M,268.79M,270.96M,218.58M,339.52M,352.57M,20.97M,21.25M,22.81M,4.23,6.77,6.74,10.21M,12.77M,884.00K,54.35M,8.67M,112.71M,2.12M,132.66M,800.00K,7.54M,16.13M,4.84M,,,,5.8,4.57,6.4,141.03,,,10.14,4.66,6.33,1.34B,870.50M,1.47B,510.49,,,0.12,9.76,3.88,0.18,13.07,4.97,0.16,11.88,4.6,80.78,78.87,75.93,0.33,9.54,3.31,1.06,7.77,1.65,0.1,11.51,5.18,3.83,5.84,4.62,4.25,6.46,5.21,2.75,2.18,2.08,1.18,0.85,0.75,0.1,0.06,0.06,0.14,0.08,0.08,0.1,0.06,0.06
54,54,CTSO,Medical,22.50M,24.95M,41.00M,15.58M,18.97M,10.37M,17.21M,19.27M,7.84M,0.56,0.6,0.56,15.19M,18.39M,9.71M,34.20M,27.38M,89.95M,17.26M,23.96M,10.73M,16.93M,3.42M,79.22M,34.20M,27.38M,89.95M,11.39M,16.12M,1.03M,0.53,0.1,1.83,10.84M,16.76M,5.61M,1.52M,1.52M,1.68M,17.47M,8.18M,66.35M,11.51M,17.46M,6.32M,,,,11.03,4.98,7.55,,,,15.16,36.74,4.35,237.23M,128.07M,239.00M,,,,50.33,64.08,13.36,101.63,189.32,18.97,63.09,88.26,16.12,66.72,70.48,73.05,69.25,76.05,25.29,67.52,73.72,23.68,76.48,77.22,19.11,3.97,1.89,7.86,4.09,2.1,8.12,8.99,5,4.62,0.66,0.83,0.7,0.33,0.59,0.01,0.67,4.72,0.01,0.3,0.51,0.01
55,55,CUTR,Medical,162.72M,181.71M,147.68M,13.39M,12.06M,22.02M,30.77M,12.35M,23.88M,2.23,0.88,2.23,10.35M,7.60M,15.51M,97.64M,118.80M,132.73M,51.25M,72.85M,75.85M,46.39M,45.94M,56.88M,97.64M,118.80M,132.73M,0,9.03M,26.01M,3.32,3.21,3.22,308.00K,2.22M,15.34M,10.77M,1.07M,6.39M,787.00K,1.41M,29.68M,1.18M,3.21M,16.61M,,,,1.44,2.78,2.72,760.98,,,5.13,11.16,7.49,198.81M,479.89M,381.38M,,,,29.46,11.41,18.99,55.3,26.75,46.44,55.3,25.2,37.23,48.27,52.42,49.55,8.23,6.64,14.91,6.36,4.18,10.5,18.91,6.8,16.17,1.24,1.04,1.43,1.83,1.62,1.96,2.96,2.79,2.39,1.56,1.68,1.17,0,0.08,0.2,0,0.2,0.46,0,0.05,0.15
56,56,CYAN,Medical,30.20M,31.90M,32.34M,3.00M,1.05M,84.00K,3.60M,387.00K,920.00K,0.62,0.06,0.62,1.09M,3.28M,2.15M,29.63M,34.27M,33.19M,14.72M,18.42M,16.15M,14.91M,15.85M,17.04M,29.63M,34.27M,33.19M,8.12M,12.57M,10.55M,2.54,2.64,2.79,847.00K,1.53M,2.72M,531.00K,224.00K,760.00K,824.00K,269.00K,610.00K,1.38M,1.31M,1.96M,,31.74,22.24,0.62,0.38,0.63,,8.02,7.52,1.28,0.78,1.18,26.13M,22.44M,27.24M,,5.67,11.04,12.12,1.21,2.73,21.78,2.52,5.59,16.35,1.7,3.65,34.65,39.81,34.37,9.92,3.3,0.26,3.61,10.29,6.64,11.91,1.21,2.84,0.35,0.8,1.15,1.54,2.32,2.6,1.94,1.83,2.35,1.02,1,0.96,0.27,0.37,0.32,0.54,0.79,0.62,0.17,0.28,0.24
57,57,DCTH,Medical,3.41M,1.58M,1.65M,27.07M,19.11M,21.30M,19.22M,8.88M,24.16M,503.85,342.82,503.85,26.63M,17.32M,21.11M,6.84M,14.21M,34.63M,21.78M,20.57M,12.56M,14.94M,6.36M,22.08M,6.84M,14.21M,34.63M,2.04M,2.86M,2.94M,1.02K,94.75,3.68,14.73M,22.15M,22.87M,76.00K,24.00K,782.00K,13.24M,28.77M,42.35M,14.81M,22.18M,23.65M,,,,2.2,0.35,31.55,,,,,,4.87,5.94M,6.77M,26.12M,,,,244.38,84.34,98.9,,,307.31,,,263.02,70.38,58.73,61.12,794.57,1.21K,1.29K,781.54,1.10K,1.28K,564.19,561.96,1.47K,0.29,0.77,3.14,0.33,0.81,3.22,0.96,3.32,0.85,0.43,0.15,0.07,0.3,0.2,0.09,0.14,0.45,0.13,0,0.15,0.01
58,58,DHR,Medical,17.05B,17.91B,22.28B,3.07B,3.36B,4.31B,2.65B,2.56B,3.65B,3.74,3.43,3.74,4.25B,4.55B,6.09B,47.83B,62.08B,76.16B,19.61B,31.80B,36.38B,28.23B,30.28B,39.78B,47.83B,62.08B,76.16B,9.74B,22.53B,22.18B,40.22,41.22,51.33,4.02B,3.95B,6.21B,2.95B,1.24B,21.24B,797.40M,16.37B,1.01B,3.44B,3.32B,5.42B,27.57,44.71,45.47,4.3,6.22,7.16,18.21,28.18,25.72,2.56,3.72,4.33,82.20B,115.57B,179.07B,19.35,25.22,29.26,5.03,4.43,5.27,8.53,8.32,10.41,6.35,5.39,6.39,55.75,55.74,55.98,18.01,18.77,19.35,24.92,25.41,27.32,14.11,13.58,16.36,1.13,4.86,1.55,1.47,5.19,1.86,4.62,4.48,5,0.36,0.33,0.32,0.2,0.36,0.29,0.35,0.74,0.56,0.2,0.36,0.29
59,59,DMTK,Medical,0,3.36M,5.88M,306.24K,17.61M,34.29M,856.41K,19.69M,35.25M,0.1,2.81,0.1,306.24K,17.52M,33.80M,146.89M,18.21M,69.78M,5.07M,5.72M,6.29M,141.82M,12.49M,63.49M,146.89M,18.21M,69.78M,0,0,335.00K,15.31,1.01,3.06,373.39K,17.79M,28.68M,145.19M,210.00K,41.34M,145.99M,28.62M,78.90M,373.39K,18.00M,30.52M,197.4,,,,25.82,93.6,,,,1.29,12.26,10.6,178.79M,71.49M,487.37M,,,,1.16,,80.12,1.21,,92.79,1.21,,92.51,,1.78,1.63,,523.34,582.65,,520.69,574.39,,585.29,598.96,12.96,2.99,12.3,12.96,3,12.32,,,86.06,0,,0.13,0,0,0,0,0,0.01,0,0,0
60,60,DRIO,Medical,7.39M,7.56M,7.58M,17.69M,17.70M,29.90M,17.80M,17.74M,29.45M,15.63,9.22,15.63,17.48M,17.15M,29.45M,14.09M,24.57M,35.41M,5.16M,5.67M,7.26M,8.93M,18.89M,28.15M,14.09M,24.57M,35.41M,0,772.00K,532.00K,4.88,8.45,3.47,11.47M,15.40M,17.50M,6.00K,113.00K,1.62M,18.74M,24.93M,27.31M,11.54M,15.50M,17.61M,,,,2.46,1.97,11.25,,,,3.18,0.78,4.12,6.99M,4.95M,56.97M,,,,169.18,91.76,98.19,276.74,127.51,125.18,276.74,125.46,123.4,23.87,34.36,33.17,239.22,234.22,394.71,236.42,226.93,388.67,240.78,234.63,388.66,2.3,4.12,4.53,2.56,4.39,4.85,4.4,3.56,2.73,0.7,0.39,0.25,0,0.03,0.02,0,0.04,0.02,0,0.02,0.01
61,61,DXCM,Medical,1.03B,1.48B,1.93B,180.90M,142.30M,299.50M,127.10M,101.10M,493.60M,1.44,1.1,1.44,151.80M,191.00M,366.60M,1.92B,2.40B,4.38B,1.25B,1.51B,2.56B,663.30M,882.60M,1.83B,1.92B,2.40B,4.38B,1.02B,1.16B,1.84B,7.37,9.64,19.01,123.20M,314.50M,475.60M,139.80M,1.02B,1.02B,710.40M,10.70M,912.10M,56.10M,134.50M,276.60M,,199.71,73.03,10.24,13.68,18.71,85.77,64.2,75.79,16.26,22.7,19.45,10.20B,19.82B,35.18B,,103.3,95.64,9.01,4.69,14.57,23.48,13.08,36.44,10.44,5.45,17.38,64.36,63.11,66.44,17.54,9.64,15.54,14.72,12.94,19.03,12.32,6.85,25.62,7.32,5.13,5.19,7.64,5.47,5.58,6.35,5.72,3.65,0.73,0.68,0.57,0.53,0.48,0.42,1.53,1.31,1.01,0.53,0.48,0.42
62,62,DXR,Medical,1.31M,1.74M,2.81M,1.22M,495.70K,1.72M,885.77K,495.70K,1.71M,0.24,0.13,0.24,,352.21K,1.72M,17.63M,14.20M,16.55M,4.56M,1.44M,877.69K,13.06M,12.77M,15.68M,17.63M,14.20M,16.55M,4.45M,1.34M,170.69K,3.49,3.41,3.89,1.32M,2.08M,2.82M,0,5.19M,367.93K,226.39K,3.11M,3.07M,,2.08M,2.82M,,,,,20.23,,,,,2.35,2.76,3.22,35.14M,36.56M,48.75M,,,,4.8,3.11,11.09,6.61,3.84,11.99,4.98,3.13,11.39,,78.91,,,28.47,,,20.23,,,28.47,,,,,,,,,,,0.07,0.11,0.18,0.25,0.09,0.01,0.34,0.11,0.01,0.25,0.09,0.01
63,63,DYNT,Medical,62.57M,53.41M,47.80M,496.09K,2.46M,2.76M,921.72K,3.43M,2.00M,0.21,0.42,0.21,1.12M,721.55K,1.15M,39.63M,37.60M,39.14M,18.88M,17.70M,13.63M,20.76M,19.90M,25.51M,39.63M,37.60M,39.14M,10.04M,10.89M,5.08M,1.08,0.81,1.01,325.68K,3.09M,382.96K,224.11K,292.36K,1.53M,1.54M,737.08K,2.02M,101.56K,2.80M,236.09K,,,15.35,0.22,0.17,0.39,41.78,2.92,48.44,1.52,1.09,1.19,35.03M,26.37M,25.37M,31.41,,,2.26,8.87,5.22,4.38,16.85,8.81,3.8,13.1,6.92,30.65,27.9,27.98,0.79,4.6,5.77,1.78,1.35,2.41,1.47,6.41,4.19,0.59,1,1.7,1.39,2.09,2.47,3.85,3.87,4.62,1.53,1.38,1.25,0.25,0.29,0.13,0.48,0.55,0.2,0.08,0.23,0.1
64,64,EAR,Medical,23.16M,32.79M,69.15M,31.57M,44.04M,36.31M,33.79M,44.49M,30.02M,0.89,1.17,0.89,30.88M,42.51M,32.66M,59.04M,27.30M,232.63M,172.04M,183.41M,38.72M,113.00M,156.10M,193.91M,59.04M,27.30M,232.63M,159.00M,165.13M,16.03M,2.96,4.09,5.07,27.15M,39.11M,24.84M,2.55M,3.86M,5.08M,71.73M,5.15M,228.72M,29.70M,42.97M,29.92M,,,,,,24.79,,,,,,8.84,,,1.52B,,,,,103.04,23.09,,,158.78,,177.13,28.16,50.68,51.85,68.37,136.3,134.3,52.51,133.3,129.64,47.23,145.89,135.67,43.4,4.23,0.76,9.26,4.4,0.89,9.38,,6.27,7.79,,0.76,0.53,2.69,6.05,0.07,1.41,1.06,0.08,2.69,5.87,0.06
65,65,ECOR,Medical,992.95K,2.39M,3.50M,54.55M,44.09M,24.28M,34.70M,45.15M,23.51M,1.19,1.54,1.19,54.49M,43.78M,23.79M,73.50M,36.09M,31.52M,7.32M,11.19M,7.87M,66.19M,24.90M,23.64M,73.50M,36.09M,31.52M,0,2.02M,2.99M,2.23,0.81,0.51,47.11M,45.07M,19.62M,36.83M,50.97M,7.96M,78.33M,160.84K,18.47M,47.39M,45.14M,19.62M,,,,184.48,19.54,17.4,,,,2.81,1.96,3.09,115.25M,25.31M,41.84M,,,,61.56,82.39,69.55,71,100.54,99.47,71,98.97,92.79,41.71,51.6,50.3,5.49K,1.84K,694.65,5.49K,1.83K,680.65,3.49K,1.89K,672.55,10,2.8,4.11,10.28,2.9,4.26,0.51,0.81,1.97,0.02,0.04,0.1,0,0.06,0.09,0,0.08,0.13,0,0.04,0.06
66,66,EKSO,Medical,11.33M,13.92M,8.88M,27.07M,16.64M,12.86M,26.99M,12.13M,15.82M,6.61,2.53,6.61,25.57M,15.95M,12.24M,17.66M,21.91M,20.60M,14.93M,15.12M,16.16M,2.73M,6.80M,4.43M,17.66M,21.91M,20.60M,5.03M,3.89M,3.86M,0.65,1.17,0.53,22.16M,15.77M,8.76M,131.00K,60.00K,0,2.27M,19.04M,10.70M,22.30M,15.83M,8.76M,,,,6.7,2.02,4.94,,,,28.62,5,11.54,73.30M,21.14M,34.91M,,,,97.02,61.32,74.45,223.82,254.74,281.81,170.48,182.39,202.15,38.03,51.59,59.55,238.84,119.56,144.76,225.6,114.6,137.78,238.19,87.17,178.17,1.14,2.08,3.31,1.48,2.4,3.7,2.2,2.3,1.61,0.41,0.7,0.42,0.28,0.18,0.19,1.84,0.57,0.87,0.15,0.05,0.16
67,67,ELMD,Medical,31.30M,32.47M,35.76M,2.83M,4.21M,3.14M,1.98M,4.16M,2.36M,0.23,0.47,0.23,3.76M,4.94M,3.75M,29.40M,33.24M,37.11M,3.67M,3.00M,4.69M,25.73M,30.25M,32.42M,29.40M,33.24M,37.11M,45.06K,81.20K,87.00K,3.06,3.53,3.8,2.59M,4.20M,3.08M,1.39M,977.20K,448.00K,851.15K,548.03K,1.22M,1.26M,3.35M,2.79M,23.89,32.64,42.6,1.5,4.18,2.81,18.16,32.37,32.7,1.78,4.36,2.97,39.28M,125.44M,88.81M,10.43,25.36,23.66,6.74,13.3,6.71,7.7,14.87,7.54,7.69,14.86,7.53,76.19,77.61,76.36,9.06,12.95,8.78,12.01,15.23,10.49,6.33,12.82,6.61,6,8.35,6.38,6.72,9.38,6.83,2.84,2.55,3.25,1.06,1.04,1.02,0,0,0,0,0,0,0,0,0
68,68,ENLV,Medical,0,0,0,5.30M,7.54M,8.57M,4.90M,9.38M,11.82M,11.17,1.08,11.17,5.18M,7.24M,8.28M,11.03M,17.56M,40.36M,1.33M,6.28M,4.87M,9.71M,11.28M,35.49M,11.03M,17.56M,40.36M,0,421.00K,702.00K,20.93,1.09,2.43,3.16M,6.87M,10.86M,533.00K,6.36M,20.98M,5.19M,8.14M,32.94M,3.62M,7.07M,11.88M,,,,,,,,,,0.3,7.69,3.47,6.54M,59.49M,74.76M,,,,66.88,65.64,40.83,76.17,89.42,50.56,76.17,88.17,49.72,,,,,,,,,,,,,9.09,2.75,8.72,9.09,2.75,8.72,,,,0,0,0,0,0.02,0.02,0,0.04,0.02,0,0.02,0.01
69,69,ESTA,Medical,61.21M,89.57M,84.68M,23.86M,30.94M,27.92M,21.10M,38.15M,38.12M,1.22,1.86,1.22,21.06M,27.64M,24.25M,116.57M,116.53M,156.39M,47.09M,76.92M,81.43M,69.48M,39.61M,74.96M,116.57M,116.53M,156.39M,23.04M,48.61M,52.73M,3.43,1.92,3.19,33.89M,29.98M,12.35M,5.73M,7.77M,5.56M,81.53M,22.79M,64.51M,35.62M,36.27M,14.77M,,,,7.77,6.34,10.36,,,,8,14.42,11.81,446.15M,579.13M,845.83M,,,,24.3,32.73,27.94,65.45,69.94,66.54,48.07,42.35,35.51,59.01,61.25,62,38.99,34.55,32.97,34.41,30.86,28.64,34.47,42.59,45.02,4.54,2.81,4.21,6.05,4.12,5.11,1.32,1.25,1.19,0.7,0.77,0.62,0.2,0.42,0.34,0.33,1.23,0.7,0.19,0.41,0.33
70,70,EW,Medical,3.72B,4.35B,4.39B,1.09B,1.20B,1.30B,722.20M,1.05B,823.40M,1.13,1.64,1.13,1.17B,1.31B,1.43B,5.32B,6.49B,7.24B,2.18B,2.34B,2.66B,3.14B,4.15B,4.57B,5.32B,6.49B,7.24B,593.80M,678.80M,694.90M,5.04,6.61,7.33,926.80M,1.18B,1.05B,76.70M,595.80M,531.10M,1.10B,115.60M,486.90M,688.10M,925.00M,647.30M,45.32,47.29,70.02,8.79,11.39,13.14,35.3,41.97,54.68,10.13,11.76,12.45,32.35B,48.67B,56.94B,27.66,37.01,39.71,13.11,17.73,12,23.69,28.73,18.88,20.26,24.53,16.4,75.23,73.43,74.94,29.34,27.55,29.55,31.42,30.19,32.63,19.4,24.08,18.77,1.92,2.6,2.56,2.61,3.31,3.46,1.59,1.85,1.52,0.68,0.74,0.64,0.11,0.1,0.1,0.19,0.16,0.15,0.11,0.1,0.09
